AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,Amount_previous_credit,prediction
271066.5,14323.5,-22556.0,365243.0,-2390.0,-3652.0,0.6190175686687754,0.2103502286944494,-1409.0,572844.1950000001,0.0
95940.0,10332.0,-10493.0,-737.0,-9887.0,-2402.0,0.2219348606799852,0.2925880073368475,-642.0,127417.5,1.0
284400.0,19003.5,-18827.0,-7802.0,-1291.0,-1748.0,0.5765922459350209,0.4722533429586386,-225.0,135373.5,1.0
560664.0,18085.5,-18068.0,-1115.0,-77.0,-859.0,0.6573897028932859,0.5108529061799658,0.0,0.0,0.0
151272.0,7488.0,-13169.0,-2833.0,-5723.0,-2301.0,0.0012762909537178,0.2314393514998941,-1760.0,2494628.685,1.0
1275772.5,42291.0,-13890.0,-1168.0,-5356.0,-4061.0,0.596733891996564,0.3046721837533529,-174.0,2618304.435,1.0
45000.0,5220.0,-16752.0,-5497.0,-9948.0,-301.0,0.6550118326801714,0.2985949897873972,-380.0,84285.0,1.0
284400.0,18175.5,-11713.0,-3694.0,-2075.0,-3334.0,0.6663743931439072,0.6161216908872079,-1223.0,3806465.22,0.0
562500.0,23962.5,-19340.0,365243.0,-1392.0,-2886.0,0.6684470576654707,0.7380196196295241,-3.0,823950.0,0.0
454500.0,17608.5,-11082.0,-132.0,-694.0,-2987.0,0.7239255611328983,0.6058362647264226,-2056.0,3885754.5,1.0
497520.0,36054.0,-11452.0,-2709.0,-1143.0,-3423.0,0.7387418094038878,0.5108529061799658,0.0,0.0,0.0
225000.0,17775.0,-10106.0,-790.0,-2567.0,-2763.0,0.6411733928694873,0.4170996682522097,-427.0,85860.0,0.0
270000.0,13500.0,-14504.0,-666.0,-2191.0,-1122.0,0.6520012727893812,0.2176285202779586,-15.0,3146467.5,0.0
450000.0,23562.0,-10969.0,-709.0,-5484.0,-3654.0,0.5916508859176991,0.5108529061799658,-463.0,0.0,0.0
697500.0,22500.0,-17805.0,-1485.0,-10186.0,-576.0,0.5793498911882633,0.4866531565147181,-225.0,255960.0,0.0
724581.0,23269.5,-13477.0,365243.0,-7027.0,-327.0,0.3240062272136592,0.3296550543128238,-531.0,1516036.905,1.0
521280.0,25209.0,-22621.0,365243.0,-6434.0,-3739.0,0.4890206554849536,0.5108529061799658,0.0,0.0,1.0
1762110.0,46611.0,-23471.0,365243.0,-1981.0,-4861.0,0.1631870354642708,0.3046721837533529,-1557.0,4128464.34,1.0
900000.0,26446.5,-13652.0,-2973.0,-5742.0,-4207.0,0.7196617929610983,0.8357765157975799,-2155.0,760601.16,1.0
918918.0,47047.5,-17811.0,-1767.0,-10151.0,-1365.0,0.7408759295850879,0.7136313997323308,-1076.0,181586.79,0.0
454500.0,24214.5,-22329.0,365243.0,-591.0,-4281.0,0.5845900026983578,0.4311917977993083,-134.0,422055.0,0.0
305221.5,24246.0,-12972.0,-179.0,-6968.0,-4048.0,0.5598763580247114,0.5406544504453575,-1419.0,379804.5,1.0
900000.0,26316.0,-13893.0,-1138.0,-2076.0,-1060.0,0.6354939938767754,0.7517237147741489,-1853.0,6531750.0,0.0
265851.0,11839.5,-19971.0,-266.0,-5107.0,-3522.0,0.5346446664602575,0.7738956942145427,0.0,179550.0,0.0
254700.0,15709.5,-14676.0,-5016.0,-6108.0,-4440.0,0.4882010468053752,0.3409064264152384,-2075.0,512325.0,1.0
153576.0,10390.5,-16964.0,365243.0,-3141.0,-515.0,0.4341282256316827,0.6246146584503397,-209.0,2866792.5,0.0
585000.0,63135.0,-15581.0,-634.0,-7079.0,-4344.0,0.666145859293657,0.4632753280912678,0.0,1707797.25,1.0
463941.0,23818.5,-22395.0,365243.0,-12994.0,-4730.0,0.7496883919441863,0.1595195404777181,-805.0,709911.0,0.0
450000.0,25834.5,-15803.0,-1040.0,-3063.0,-3063.0,0.5227612283477409,0.4614823912998385,-897.0,1058918.445,0.0
302544.0,14233.5,-8862.0,-762.0,-8862.0,-1464.0,0.1218053213730375,0.5108529061799658,-261.0,0.0,1.0
269550.0,16285.5,-15406.0,-1093.0,-4955.0,-4663.0,0.7178804183395087,0.5108529061799658,-269.0,0.0,0.0
808650.0,26217.0,-11629.0,-2567.0,-3383.0,-3485.0,0.6517432219724612,0.5797274227921155,0.0,1983780.0,0.0
196677.0,21312.0,-11708.0,-2470.0,-4557.0,-408.0,0.162144567666238,0.3328505641648731,-1157.0,5063480.46,1.0
360000.0,24354.0,-11430.0,-1512.0,-1681.0,-3255.0,0.6741743897765733,0.1473459180275725,-1708.0,2954331.585,1.0
585000.0,18999.0,-18285.0,-11062.0,-4576.0,-1833.0,0.3318083450130531,0.4812493411434029,-819.0,180000.0,1.0
888840.0,29376.0,-15976.0,-401.0,-174.0,-4543.0,0.1374790023298337,0.4543210601605785,-7.0,2075406.525,1.0
1141686.0,41139.0,-17544.0,-7108.0,-9973.0,-1087.0,0.6882575537271374,0.5531646987710016,0.0,3627886.5,1.0
545040.0,19705.5,-20898.0,365243.0,-7833.0,-4420.0,0.4516348842653883,0.5867400085415683,-1486.0,135000.0,0.0
337500.0,16875.0,-12461.0,-2571.0,-6142.0,-4062.0,0.5487804102642285,0.2678689358444539,-1129.0,837791.28,1.0
332946.0,17127.0,-12248.0,-3005.0,-8272.0,-3629.0,0.4338757582682516,0.2250868621163805,-1470.0,2877241.5,0.0
1205896.5,35388.0,-22407.0,365243.0,-6716.0,-4042.0,0.7020513844085976,0.3523399726917038,-3389.0,2712099.24,0.0
472500.0,25299.0,-21197.0,365243.0,-3274.0,-3826.0,0.4742809913084526,0.8193176922872417,-245.0,713555.28,1.0
225000.0,12694.5,-23255.0,365243.0,-9396.0,-4847.0,0.6094684533943872,0.3392876999089139,-1468.0,938992.5,0.0
592560.0,32274.0,-16606.0,-872.0,-8327.0,-151.0,0.542741377416745,0.1745642655572634,-1146.0,2435727.645,1.0
521280.0,41796.0,-16066.0,-1434.0,-1907.0,-3432.0,0.0066223231819917,0.4329616670974407,-1147.0,706212.0,1.0
327024.0,12456.0,-10875.0,-1679.0,-10845.0,-1585.0,0.2846850784332921,0.5108529061799658,-1022.0,0.0,0.0
1546020.0,42642.0,-21072.0,365243.0,-2471.0,-4433.0,0.6394660790684882,0.6577838002083306,-2429.0,503752.5,1.0
495000.0,23814.0,-15322.0,-919.0,-1428.0,-4997.0,0.4175074814576742,0.6041125998015721,-548.0,342877.5,1.0
159264.0,5571.0,-21390.0,365243.0,-2864.0,-4678.0,0.6828838597757076,0.7958031328748403,-1746.0,2139605.91,1.0
545040.0,43191.0,-10162.0,-962.0,-8789.0,-2814.0,0.6351849464145127,0.3170317785834444,-1610.0,757840.5,1.0
227520.0,7393.5,-19862.0,365243.0,-7390.0,-3158.0,0.3533648260715349,0.4578995512067301,0.0,415431.675,1.0
225000.0,6187.5,-20149.0,-214.0,-4737.0,-3542.0,0.0447900503175182,0.5108529061799658,0.0,450000.0,0.0
1255680.0,41629.5,-23230.0,365243.0,-3886.0,-4647.0,0.0204495442118936,0.5108529061799658,0.0,0.0,1.0
604152.0,30978.0,-15328.0,-1869.0,-9299.0,-4280.0,0.7054796821035692,0.5108529061799658,-649.0,0.0,0.0
450000.0,11871.0,-21063.0,-1676.0,-5024.0,-3626.0,0.7370585656040931,0.7209441499436497,-2177.0,1664793.0,0.0
450000.0,21780.0,-20875.0,-3785.0,-8495.0,-4361.0,0.3477937846338894,0.4525335592581747,-269.0,2215935.0,1.0
578979.0,27981.0,-17654.0,-1115.0,-2988.0,-1168.0,0.6664375908416086,0.6722428897082422,-476.0,166477.5,0.0
67765.5,6601.5,-13333.0,-2662.0,-3826.0,-4680.0,0.7041694327025476,0.7713615919194317,-2699.0,126000.0,0.0
85320.0,6871.5,-13346.0,-392.0,-6956.0,-171.0,0.4723239737996672,0.5762088360175724,-815.0,1625236.515,1.0
343377.0,22486.5,-12149.0,-1000.0,-6291.0,-2549.0,0.6025610442787039,0.5108529061799658,-2618.0,0.0,0.0
905859.0,32665.5,-22482.0,365243.0,-8258.0,-4602.0,0.6705615216292514,0.5495965024956946,-592.0,1554255.0,0.0
640080.0,31261.5,-13310.0,-264.0,-4299.0,-883.0,0.4140601372154294,0.4596904504249018,-822.0,80545.5,1.0
1546020.0,42642.0,-14437.0,-3260.0,-11544.0,-4217.0,0.5548267130667041,0.5298898341969072,-474.0,1507500.0,0.0
144000.0,8550.0,-24983.0,365243.0,-10145.0,-4497.0,0.6314626542675973,0.5108529061799658,-1981.0,0.0,1.0
740704.5,34452.0,-18569.0,-852.0,-3025.0,-1465.0,0.7677793533625753,0.5620604831738043,-592.0,11325159.0,1.0
454500.0,25506.0,-13250.0,-1170.0,-7212.0,-4711.0,0.6785875740809459,0.7032033049040319,0.0,2448692.73,0.0
270000.0,13500.0,-15701.0,-2552.0,-3462.0,-4517.0,0.3188313914343645,0.7662336700704004,-635.0,310950.0,0.0
1125171.0,47673.0,-12021.0,-1122.0,-5325.0,-674.0,0.678372910611616,0.2032521136204725,-776.0,2060379.0,0.0
254700.0,26874.0,-19297.0,-554.0,-7173.0,-2853.0,0.7317096673610596,0.6380435278721609,-1644.0,1224000.0,0.0
1575000.0,41548.5,-13640.0,-3339.0,-3522.0,-5525.0,0.6904584635520693,0.520897599048938,-830.0,3490393.5,0.0
450000.0,22977.0,-16955.0,-3824.0,-9592.0,-459.0,0.5838622909030974,0.8245949709919925,-84.0,139122.0,0.0
405000.0,20250.0,-13626.0,-3994.0,-7779.0,-5347.0,0.6904163990211762,0.4561097392782771,-654.0,1368821.34,0.0
104256.0,12501.0,-10729.0,-411.0,-4930.0,-3295.0,0.3136443584940441,0.4866531565147181,-1203.0,1360915.29,0.0
450000.0,44640.0,-20615.0,-3323.0,-13071.0,-4047.0,0.7596789664454291,0.5814837058057234,-1568.0,991161.405,0.0
545040.0,25537.5,-9476.0,-315.0,-4123.0,-2114.0,0.0470653338419223,0.0441303158529594,0.0,571500.0,1.0
130320.0,13815.0,-8674.0,-139.0,-6756.0,-1354.0,0.6489187391903537,0.5108529061799658,-447.0,0.0,0.0
585000.0,29250.0,-22163.0,365243.0,-4122.0,-4120.0,0.1119578992036636,0.5108529061799658,-829.0,0.0,0.0
90000.0,9450.0,-14156.0,-142.0,-3371.0,-4872.0,0.5413951857374499,0.4578995512067301,-636.0,5878856.565,0.0
135000.0,6750.0,-14186.0,-1614.0,-8221.0,-5024.0,0.4722749227543728,0.1309471529360181,-576.0,269415.0,1.0
270000.0,13500.0,-11869.0,-530.0,-7913.0,-4374.0,0.7817499477600075,0.5154953751603267,-1726.0,1839425.22,0.0
1288350.0,37800.0,-22468.0,365243.0,-8226.0,-4944.0,0.6514503256917787,0.7106743858828587,-1807.0,655187.8049999999,0.0
253737.0,13644.0,-16105.0,-1245.0,-8667.0,-4539.0,0.4939831219478879,0.501075160239048,-2473.0,1296000.0,1.0
1051294.5,29038.5,-19980.0,-1221.0,-13026.0,-3506.0,0.6818316463539583,0.1054731864873376,-4.0,0.0,1.0
521280.0,28408.5,-16079.0,-5098.0,-289.0,-6085.0,0.4552713634603151,0.6971469077844458,-1.0,1800497.25,0.0
180000.0,9000.0,-20598.0,365243.0,-3020.0,-4011.0,0.3559523828571275,0.5744466170995097,-986.0,1209592.8,0.0
835605.0,24561.0,-19209.0,-1837.0,-10880.0,-2760.0,0.6467685198266906,0.8027454758994178,-228.0,135000.0,0.0
1288350.0,37800.0,-15113.0,-3051.0,-225.0,-4067.0,0.5523624562264887,0.4614823912998385,-2254.0,17745952.5,0.0
1125171.0,44752.5,-23165.0,365243.0,-17252.0,-4661.0,0.3551857411831766,0.5108529061799658,-884.0,119457.405,0.0
61128.0,6174.0,-24581.0,365243.0,-11850.0,-1542.0,0.5979593944418736,0.7662336700704004,0.0,360000.0,0.0
95940.0,10462.5,-22406.0,365243.0,-7030.0,-4546.0,0.6729627466566008,0.5108529061799658,-1030.0,0.0,1.0
450000.0,23139.0,-18538.0,365243.0,-4837.0,-2080.0,0.6396777971983147,0.4650692149562261,-1532.0,632736.0,1.0
592560.0,40216.5,-13210.0,-419.0,-988.0,-1077.0,0.6357928023773264,0.4776491548517548,-98.0,22275.0,1.0
1350000.0,44617.5,-14558.0,-4366.0,-8605.0,-5777.0,0.7088532996832558,0.4614823912998385,-1496.0,12125109.825,1.0
675000.0,27229.5,-21150.0,-5096.0,-4795.0,-1814.0,0.6594356436730071,0.6512602186973006,-364.0,823275.0,0.0
180000.0,9000.0,-14722.0,-4444.0,-1505.0,-4935.0,0.3016470337806243,0.2445163919946749,0.0,594000.0,0.0
313438.5,20538.0,-20712.0,-2642.0,-3461.0,-4044.0,0.2930897022262147,0.2955826421513093,0.0,853790.535,1.0
276277.5,18819.0,-10423.0,-830.0,-9406.0,-1646.0,0.2631435910213423,0.3723336657058204,0.0,319873.5,1.0
284400.0,10849.5,-20412.0,-3084.0,-10568.0,-3974.0,0.6444620417481941,0.5108529061799658,-1572.0,0.0,1.0
942300.0,30528.0,-18074.0,-1108.0,-9043.0,-430.0,0.3412408754069804,0.5108529061799658,-1025.0,0.0,1.0
270000.0,21330.0,-17591.0,-769.0,-1599.0,-1120.0,0.2914116373042698,0.1500851762342935,-628.0,2522415.015,1.0
560664.0,16524.0,-23082.0,365243.0,-8456.0,-4029.0,0.1674779671434834,0.1510075350878296,-31.0,1872169.065,1.0
755190.0,36459.0,-23516.0,365243.0,-15161.0,-4989.0,0.6492375170387852,0.5108529061799658,-1418.0,0.0,0.0
814041.0,26388.0,-11107.0,-1831.0,-779.0,-3278.0,0.1093136073076846,0.3046721837533529,-284.0,6246401.94,0.0
490500.0,19323.0,-22703.0,365243.0,-3008.0,-4078.0,0.6882622455964731,0.5108529061799658,-3234.0,0.0,0.0
808650.0,23773.5,-16387.0,-7212.0,-6853.0,-4117.0,0.5561604019678831,0.6263042766749393,-187.0,1283894.82,0.0
630000.0,22626.0,-19559.0,-2032.0,-1394.0,-3052.0,0.6021053473256154,0.3016248916841194,-2578.0,3021868.35,0.0
557005.5,23728.5,-21204.0,365243.0,-12257.0,-4474.0,0.7071172585961611,0.5744466170995097,-1250.0,424896.84,1.0
1067940.0,34578.0,-14234.0,-1101.0,-2997.0,-4716.0,0.5508318015213598,0.3556387169923543,-1505.0,531526.5,1.0
1078200.0,34911.0,-14469.0,-1225.0,-3166.0,-4890.0,0.2846628134414617,0.1473459180275725,-870.0,377480.925,1.0
932643.0,30087.0,-16704.0,-3274.0,-3273.0,-255.0,0.522259293407475,0.5108529061799658,-337.0,0.0,0.0
247275.0,19417.5,-13313.0,-1098.0,-5132.0,-264.0,0.4077770091005639,0.5108529061799658,-259.0,0.0,1.0
755190.0,36459.0,-10055.0,-181.0,-2467.0,-299.0,0.2858978721410488,0.3689687382528466,-291.0,448875.0,1.0
521280.0,31630.5,-20734.0,-7331.0,-9664.0,-4020.0,0.5829003011256835,0.6496203111237195,-422.0,901728.0,1.0
599472.0,47493.0,-15088.0,-3074.0,-815.0,-3112.0,0.3856433527320993,0.5108529061799658,-2606.0,0.0,1.0
1218118.5,48438.0,-16124.0,-2366.0,-644.0,-694.0,0.4059827382354929,0.7826078370261895,-1757.0,1415469.825,0.0
1125000.0,29808.0,-12659.0,-5749.0,-3711.0,-4633.0,0.5122015715677707,0.6479768603302221,-1532.0,1789087.365,0.0
900000.0,26446.5,-15883.0,-1476.0,-10030.0,-4606.0,0.5975229815419537,0.5108529061799658,-1384.0,0.0,0.0
225000.0,22252.5,-24547.0,365243.0,-9693.0,-4634.0,0.3003725574652968,0.6212263380626669,-1171.0,629725.5,0.0
208512.0,16263.0,-9412.0,-1360.0,-9396.0,-2068.0,0.5607544945947024,0.5108529061799658,-549.0,0.0,0.0
1005120.0,35608.5,-19152.0,-4840.0,-2615.0,-2704.0,0.6247764876834561,0.0409020476887403,-2427.0,4965917.67,1.0
900000.0,48955.5,-19544.0,-1402.0,-204.0,-3088.0,0.5386357977472965,0.5108529061799658,0.0,0.0,1.0
409500.0,19917.0,-9243.0,-2463.0,-1439.0,-1486.0,0.4290962554533366,0.5108529061799658,0.0,112500.0,1.0
360000.0,28440.0,-12202.0,-667.0,-776.0,-3743.0,0.4663004380197989,0.4188542886233217,-2302.0,13841995.5,1.0
592479.0,54472.5,-14211.0,-381.0,-8192.0,-4553.0,0.5231103734297999,0.324891229465852,-615.0,67500.0,1.0
508495.5,24592.5,-15018.0,-1191.0,-6838.0,-224.0,0.6486297319604326,0.7281412993111438,0.0,19894.5,1.0
1800000.0,49500.0,-14120.0,-2826.0,-145.0,-4886.0,0.7212648608637341,0.7366226976503176,-1204.0,225000.0,0.0
227520.0,10606.5,-19219.0,-10995.0,-628.0,-2542.0,0.2247645965954143,0.8128226070575616,-2249.0,270189.0,1.0
942300.0,30528.0,-14611.0,-2233.0,-7941.0,-4557.0,0.6387397769371929,0.2793353208976285,-458.0,2649499.56,0.0
405000.0,20250.0,-15271.0,-397.0,-9421.0,-4207.0,0.4500160947010737,0.7001838506835805,-1662.0,419383.8,1.0
675000.0,32602.5,-21650.0,-1386.0,-8988.0,-4627.0,0.6227647855996732,0.5108529061799658,-392.0,87794.01,0.0
1215000.0,43177.5,-20195.0,-900.0,-2790.0,-3730.0,0.5458981010074101,0.1614630800057724,-2545.0,678332.16,1.0
1442952.0,42318.0,-16373.0,-2994.0,-2184.0,-4902.0,0.1689373780150812,0.6910212267577837,-906.0,687564.0,1.0
540000.0,25978.5,-22978.0,365243.0,-12850.0,-4565.0,0.1678808185341389,0.5334816299804352,-2037.0,349065.0,1.0
152820.0,12204.0,-8266.0,-723.0,-6132.0,-934.0,0.0141049119617112,0.5108529061799658,-563.0,0.0,1.0
568800.0,17437.5,-23258.0,365243.0,-7502.0,-4362.0,0.4856224459172129,0.7407990879702335,-1632.0,826830.0,1.0
414792.0,22630.5,-15504.0,-4918.0,-2620.0,-5050.0,0.2553665828109852,0.5108529061799658,0.0,18067.5,1.0
562500.0,15786.0,-19642.0,-9868.0,-10528.0,-3193.0,0.4939503253502717,0.4632753280912678,-2150.0,2230249.86,0.0
472500.0,20943.0,-17508.0,-1648.0,-1889.0,-1055.0,0.5956967940571597,0.1455428133497032,-945.0,1758898.89,1.0
225000.0,23755.5,-15484.0,-446.0,-8437.0,-4614.0,0.2519264903110961,0.6817058776720116,0.0,1231938.63,0.0
383089.5,30397.5,-16634.0,-412.0,-3640.0,-131.0,0.2658918475340567,0.1519345490496476,-374.0,114619.5,1.0
312768.0,24331.5,-15623.0,-1078.0,-7323.0,-2966.0,0.6657031570419407,0.7121551551910698,-1326.0,4576290.885,0.0
679500.0,19867.5,-10916.0,-2339.0,-4924.0,-1733.0,0.5954755759604373,0.746300213050371,-73.0,225000.0,0.0
819792.0,36108.0,-21978.0,365243.0,-12882.0,-5437.0,0.5782943469164882,0.5108529061799658,-1786.0,0.0,1.0
380533.5,20772.0,-10886.0,-1290.0,-5390.0,-3059.0,0.681618132971614,0.2525986978339766,-490.0,724956.84,1.0
807984.0,43177.5,-23163.0,365243.0,-1505.0,-4927.0,0.3434218832426937,0.4436153084085652,0.0,298350.0,1.0
490495.5,26127.0,-20124.0,365243.0,-3046.0,-3516.0,0.4900643754030097,0.5513812618027899,-1765.0,1128824.28,1.0
254700.0,20119.5,-10890.0,-1761.0,-358.0,-3555.0,0.2665197753925157,0.5108529061799658,-58.0,0.0,1.0
450000.0,17095.5,-8112.0,-376.0,-2979.0,-494.0,0.5400157983956656,0.5108529061799658,-488.0,0.0,1.0
495000.0,19179.0,-11818.0,-2547.0,-997.0,-2925.0,0.4106211917902437,0.3876253444214701,0.0,742950.0,1.0
229500.0,27364.5,-10997.0,-954.0,-125.0,-300.0,0.3964375153238083,0.6512602186973006,-1574.0,900000.0,1.0
592560.0,28638.0,-23686.0,365243.0,-14042.0,-4464.0,0.6238789339957658,0.5108529061799658,-814.0,0.0,0.0
277969.5,13648.5,-14338.0,-825.0,-8176.0,-602.0,0.5564518705785335,0.7016957740576931,-329.0,6750.0,1.0
155938.5,12195.0,-16266.0,-1746.0,-8865.0,-4136.0,0.6959646193218868,0.5567274263630174,-2708.0,156510.0,0.0
733315.5,39199.5,-9730.0,365243.0,-4623.0,-2398.0,0.1322868141948155,0.7958031328748403,-24.0,315000.0,0.0
269550.0,18234.0,-10785.0,-2032.0,-5150.0,-3379.0,0.2015977608023445,0.5046813193144684,-1431.0,3624750.0,1.0
450000.0,35554.5,-15008.0,-392.0,-853.0,-817.0,0.4974980662343053,0.0005272652387098,-385.0,2696598.0,1.0
1078200.0,31653.0,-17525.0,-253.0,-4340.0,-1058.0,0.6771359397795245,0.511891801533151,-1738.0,12239550.0,1.0
283419.0,13783.5,-12918.0,-519.0,-2914.0,-4424.0,0.6441763898621574,0.5814837058057234,-1569.0,308169.585,0.0
180000.0,12307.5,-11789.0,-3045.0,-109.0,-965.0,0.5898692487343157,0.6925590674998008,-369.0,2090755.395,1.0
341280.0,27094.5,-8198.0,-1268.0,-5759.0,-879.0,0.6554119798913541,0.6690566947824041,-291.0,454864.095,0.0
239850.0,23364.0,-24850.0,365243.0,-4436.0,-4469.0,0.5996929890330595,0.5549467685334323,-1280.0,726750.0,0.0
344043.0,18792.0,-10717.0,-603.0,-5022.0,-3383.0,0.5967970376438193,0.8193176922872417,-28.0,986283.0,1.0
598486.5,21496.5,-13607.0,-1617.0,-6347.0,-4037.0,0.5891866296961207,0.4329616670974407,-954.0,806031.9,1.0
247275.0,19417.5,-10049.0,-150.0,-4475.0,-1129.0,0.000262611022775,0.5108529061799658,-889.0,1593720.0,0.0
733500.0,23211.0,-11194.0,-2583.0,-245.0,-3711.0,0.7154515634089947,0.6940926425266661,-2.0,20205.0,0.0
536917.5,28737.0,-18312.0,-5210.0,-5246.0,-1852.0,0.7456329657468039,0.7838324335199619,-2887.0,2698856.82,1.0
528633.0,25560.0,-11138.0,-1024.0,-794.0,-3425.0,0.5948011485149465,0.190705947811054,-239.0,1289493.0,1.0
1078200.0,31653.0,-9358.0,-1140.0,-1399.0,-1951.0,0.5566461614106536,0.5388627065779676,-688.0,2015140.5,0.0
942300.0,27549.0,-20561.0,365243.0,-9818.0,-3822.0,0.5486125440267934,0.3706496323299817,0.0,1022843.7,0.0
180000.0,9000.0,-9232.0,-892.0,-1606.0,-1859.0,0.1648120085525456,0.7838324335199619,-272.0,96462.0,1.0
808650.0,23773.5,-18285.0,-3077.0,-7288.0,-1824.0,0.4932452115610023,0.6594055320683344,-1782.0,353754.495,0.0
103500.0,7488.0,-17846.0,365243.0,-7732.0,-1394.0,0.5674702719815578,0.5108529061799658,-2425.0,0.0,0.0
130320.0,13815.0,-22637.0,365243.0,-9322.0,-4878.0,0.7848529781544666,0.8482442999507556,-2408.0,326183.4,0.0
1129500.0,35464.5,-14411.0,-2748.0,-1687.0,-4202.0,0.6150594029861359,0.5460231970049609,-1883.0,8786389.86,0.0
143910.0,15628.5,-10837.0,-467.0,-562.0,-871.0,0.0369003448598672,0.5108529061799658,-1969.0,0.0,0.0
1042560.0,34587.0,-14344.0,-104.0,-7748.0,-4606.0,0.5868557471591621,0.5108529061799658,-1359.0,90000.0,0.0
263686.5,19237.5,-11797.0,-461.0,-6150.0,-180.0,0.409013322780183,0.6832688314232291,0.0,256215.78,1.0
270000.0,13500.0,-14213.0,-761.0,-2789.0,-826.0,0.2068967505078924,0.5108529061799658,-283.0,0.0,1.0
284400.0,16011.0,-19918.0,-3768.0,-591.0,-3449.0,0.2858978721410488,0.7557400501752248,0.0,562500.0,0.0
98910.0,7929.0,-14367.0,-191.0,-2710.0,-4502.0,0.5319451166368208,0.5108529061799658,-1204.0,644445.0,1.0
536917.5,30109.5,-18300.0,-1767.0,-5000.0,-1827.0,0.513982555744924,0.5108529061799658,-1105.0,0.0,1.0
180000.0,9000.0,-9295.0,-1059.0,-4946.0,-1916.0,0.5674863739577704,0.3123653692278984,-83.0,158805.0,0.0
532345.5,42187.5,-13163.0,-1405.0,-7013.0,-4092.0,0.4748753424307445,0.4866531565147181,-863.0,153000.0,1.0
180000.0,9000.0,-12318.0,-4123.0,-2636.0,-4476.0,0.7705862895833704,0.5602843280409464,-1125.0,6260620.5,0.0
135000.0,14305.5,-15312.0,-2420.0,-3590.0,-4233.0,0.5479193021733637,0.7503751495159068,-1773.0,416889.0,0.0
485640.0,38263.5,-12956.0,-151.0,-787.0,-4181.0,0.5963444230712701,0.5108529061799658,-680.0,0.0,0.0
544491.0,17694.0,-22973.0,365243.0,-1768.0,-245.0,0.3651429129603082,0.5108529061799658,-189.0,0.0,1.0
657702.0,21343.5,-15616.0,-146.0,-8587.0,-1460.0,0.5821451485052881,0.5108529061799658,-787.0,0.0,0.0
152820.0,18265.5,-10118.0,-1704.0,-4075.0,-1521.0,0.6354636007150619,0.4632753280912678,-2.0,560250.0,0.0
900000.0,29164.5,-19496.0,-3630.0,-691.0,-3035.0,0.1215412444907269,0.3077366963789207,-1663.0,731441.835,1.0
1293502.5,35698.5,-15617.0,-734.0,-8086.0,-4375.0,0.1891701617048012,0.4578995512067301,-307.0,382475.79,1.0
